glpeces,432
haskell-hcwiid,432
haskell-template,432
appstream,432
libstxxl,432
trace-cmd,432
tcplay,432
lua-zlib,432
evolution-ews,430
haskell-either,428
haskell-x509-store,428
mandos,428
inkscape,428
palp,426
libbluray,426
chromium,426
balsa,426
haskell-libxml-sax,426
libaws,426
encfs,426
teeworlds,426
groonga,424
haskell-hastache,424
haskell-uuid-types,424
haskell-mockery,424
haskell-path-io,422
haskell-store-core,422
nullmailer,422
pdns-recursor,420
centreon-broker,420
deal.ii,420
doomsday,420
wordnet,420
grilo,420
haskell-repline,420
zephyr,420
mailfromd,420
mcabber,420
libapache-mod-musicindex,420
asc,420
aghermann,420
inotify-tools,420
enblend-enfuse,420
unixcw,420
usbview,420
reiserfsprogs,420
netcdf4-python,420
lyskom-server,420
cppcheck,418
hamlib,418
haskell-ieee754,418
xfe,416
haskell-safe,416
haskell-xmlgen,416
hexchat,416
haskell-knob,416
ipv6calc,416
unixodbc,416
nipy,416
lordsawar,416
packmol,414
gputils,414
haskell-xss-sanitize,414
haskell-genvalidity,414
python-pyo,412
examl,412
mpd,410
vfu,410
puredata,408
packagekit,408
yudit,408
haskell-monadprompt,408
haskell-filelock,408
haskell-hjavascript,408
haskell-gnutls,408
z8530-utils2,408
libav,408
openjdk,408
psycopg2,406
haskell-pandoc-citeproc,406
haskell-lens-action,406
epm,406
ros-image-common,406
neko,406
python-dmidecode,404
denemo,404
haskell-utf8-string,404
exim4,404
vmpk,404
calculix-ccx,402
haskell-static-hash,402
lua-sec,402
pgbackrest,400
pyliblo,400
google-perftools,400
golang-1.13,400
haskell-hxt-xpath,400
haskell-polynomial,400
matplotlib2,400
kppp,400
ros-ros-comm,400
libmath-mpfr-perl,400
proftpd-mod-vroot,398
source-highlight,398
haskell-http-conduit,398
libqmi,398
profanity,396
fosfat,396
flowgrind,396
drumkv1,396
dnsval,396
synthv1,396
samplv1,396
ostree,396
haskell-monad-memo,396
haskell-dotgen,396
inn2,396
qtdeclarative-opensource-src,396
t1utils,396
tuxmath,396
pyepr,394
openssl,394
gnomekiss,394
gstreamer1.0,394
haskell-tasty-lua,394
zookeeper,394
stardict,392
staden-io-lib,392
synopsis,392
wavpack,392
binutils-h8300-hms,392
haskell-errors,392
kdenlive,392
r-cran-rjags,392
nemiver,392
workrave,390
gnunet,390
haskell-tasty-hunit,390
haskell-pcre-light,390
mecab,390
volk,390
falkon,388
orthanc-mysql,388
haskell-word-wrap,388
zutils,388
neon27,388
polymake,386
pycairo,386
cupt,384
wkhtmltopdf,384
baloo,384
haskell-posix-pty,384
haskell-load-env,384
intel-gpu-tools,384
libdbi-drivers,384
luajit2,384
spirv,384
fossil,382
maildir-utils,382
libextractor,382
haskell-githash,380
ebtables,380
farstream-0.2,378
gwyddion,378
haskell-stmonadtrans,378
hedgewars,378
haskell-retry,378
rumur,378
sonic-visualiser,376
bit-babbler,376
achilles,376
repmgr,376
lua5.2,376
yoshimi,374
sylpheed,374
tstools,374
libcanberra,372
libre,372
haskell-digest,372
mldonkey,372
entangle,372
kbibtex,372
haskell-numinstances,370
p4est,368
cfengine2,368
fw4spl,368
slony1-2,368
openvpn,368
harfbuzz,368
haskell-hgl,368
haskell-mbox,368
haskell-stm-chans,368
haskell-tasty-hspec,368
ifrit,368
exo,368
kadu,368
cg3,366
grpc,366
gnome-todo,366
haskell-ekg-json,366
haskell-validity,366
haskell-enumerator,366
modsecurity-apache,366
postgresql-9.4,364
pmdk,364
pidgin-sipe,364
frog,364
graphviz,364
neovim,364
haskell-async,362
haskell-data-clist,362
jbigkit,362
apt,362
rasmol,362
pan,360
pygame-sdl2,360
libzia,360
firetools,360
ovn,360
golang-1.16,360
gnome-builder,360
haskell-vte,360
muroard,360
kate4,360
rasterio,360
gnat-gps,358
haskell-entropy,358
haskell-quickcheck-io,358
haskell-basic-prelude,358
libtasn1-6,358
yabasic,356
haskell-casa-client,356
netifaces,356
python-apsw,354
python-pyxattr,354
font-manager,354
sopwith,354
goban,354
haskell-byteorder,354
dreamchess,352
erlang,352
nvidia-texture-tools,352
nemo,352
cqrlog,350
kig,350
plocate,348
xdg-desktop-portal,348
osmium-tool,348
haskell-erf,348
haskell-monoid-extras,348
tdb,348
pcre2,346
sysvinit,346
haskell-network-uri,346
nextcloud-desktop,346
lasso,346
python-fontconfig,344
xnee,344
haskell-hostname,344
haskell-classy-prelude-conduit,344
haskell-asn1-data,344
haskell-x509-system,344
haskell-cond,344
haskell-gitrev,344
acl,344
kmix,344
powertop,342
xine-ui,340
gsasl,340
zsync,340
juk,340
mpqc,340
haskell-primes,338
myproxy,338
nwchem,338
xmlrpc-c,336
xfwm4,336
xotcl,336
xalan,336
libclaw,336
cubemap,336
cairo,336
duo-unix,336
dbacl,336
darkice,336
suck,336
sntop,336
opensubdiv,336
openorienteering-mapper,336
weborf,336
gwaei,336
goffice-0.8,336
g2,336
gdisk,336
libgfshare,336
haskell-control-monad-loop,336
haskell-openpgp,336
hmmer2,336
haskell-shellac,336
mgetty,336
multitail,336
mdadm,336
mlterm,336
maxima-sage,336
libfilter-perl,336
anytun,336
acct,336
attr,336
libpst,336
evolvotron,336
qtractor,336
uget,336
389-dsgw,336
tcpick,336
ndpi,336
lifelines,336
litmus,336
haskell-lumberjack,334
soapyremote,332
gnome-boxes,332
gstreamer-editing-services1.0,332
gpsim,332
haskell-easy-file,332
haskell-lucid-svg,332
haskell-generic-lens,332
httping,332
uronode,332
pidgin-otr,330
pari,330
phodav,330
python-ldap,330
zziplib,330
kdesvn,330
lmdb,330
python3-stdlib-extensions,328
plptools,328
xrdp,328
farbfeld,328
gdb-avr,328
bzip2,328
haskell-tuple,328
haskell-osm,328
herbstluftwm,328
haskell-semialign,328
msmtp,328
argyll,328
rate4site,328
haskell-mtlparse,326
jellyfish,326
tinyproxy,326
xcftools,324
libvoikko,324
cawbird,324
snapper,324
shadowsocks-v2ray-plugin,324
obexftp,324
gfs2-utils,324
haskell-mmorph,324
haskell-versions,324
haskell-yi-rope,324
haskell-yesod-default,324
mosquitto,324
elogind,324
totem,324
nautilus,324
xautomation,322
sanlock,322
haskell-deque,322
haskell-text-short,322
haskell-mountpoints,322
liquidsoap,322
python-cups,320
pulseeffects,320
xbindkeys-config,320
crawl,320
ganeti-2.15,320
golly,320
haskell-cabal-helper,320
haskell-graphscc,320
haskell-minimorph,320
haskell-rfc5051,320
haskell-call-stack,320
haskell-yi-misc-modes,320
mimedefang,320
m17n-lib,320
msc-generator,320
alsaplayer,320
alljoyn-services-1504,320
libkolab,320
kalzium,320
tpm-quote-tools,320
tntnet,320
lua5.1,320
speech-dispatcher,318
spice-vdagent,318
haskell-pointedlist,318
apr-util,318
tora,318
twisted,318
tracker-miners,318
netcdf-parallel,316
goxel,314
haskell-logict,314
haskell-js-jquery,314
jigdo,314
glib,314
xshisen,312
xdp-tools,312
cdbackup,312
dhcpcd5,312
haskell-hamlet,312
mate-indicator-applet,312
mate-screensaver,312
ujson,312
ruby-gnome2,312
cgoban,310
chibi-scheme,310
haskell-servant-client,310
aspcud,310
ros-geometry,310
bullet3,310
cairo-dock,308
chicken,308
haskell-yi-keymap-vim,308
mozjs78,308
morla,308
libpcap,308
e2guardian,308
psi4,306
pymad,306
xorg-server,306
xfce4-power-manager,306
feh,306
fwknop,306
libnbd,306
gconf,306
haskell-pipes-aeson,306
harvid,306
haskell-time-parsers,306
zeitgeist,306
lightdm,306
libcdr,304
freedink,304
ossim,304
globus-gram-job-manager-fork,304
gazebo,304
haskell-semirings,304
mate-session-manager,304
cpl,302
weston,302
proftpd-mod-autohost,300
pasdoc,300
haskell-code-page,300
mpv,300
aspectc++,300
lrzsz,300
ykclient,298
sweep,298
haskell-spool,298
iselect,298
expect,298
rosegarden,298
phonon-backend-vlc,296
sfcgal,296
shiboken,296
wlcs,296
golang,296
haskell-data-ordlist,296
advancecomp,296
libpdl-ccs-perl,296
rawtherapee,296
netsurf,296
signond,294
wmcoincoin,294
gnome-terminal,294
gyoto,294
mbt,294
libproxy,294
pingus,292
pybik,292
libzip,292
haskell-dbus-hslogger,292
lepton-eda,292
plasma-discover,290
facter,290
anacron,290
klatexformula,290
falconpl,288
dino-im,288
sane-frontends,288
geda-gaf,288
haskell-reform-hsp,288
haskell-boring,288
haskell-dpkg,288
mate-power-manager,288
mod-gearman,288
emerald,288
vnstat,288
uim,288
konqueror,288
rust-cargo-c,288
rust-cargo-binutils,288
reposurgeon,288
screentest,286
stress-ng,286
haskell-bitarray,286
haskell-distributive,286
haskell-path-pieces,286
haskell-heaps,286
kbtin,286
pgbouncer,284
openconnect,284
gimagereader,284
haskell-newtype,284
haskell-cipher-aes,284
haskell-lifted-base,284
libpng1.6,284
remind,284
libmbim,284
python-mysqldb,282
python-cffi,282
xjadeo,282
dbus-python,282
haskell-statevar,282
haskell-ini,282
haskell-active,282
haskell-open-browser,282
haskell-enummapset,282
haskell-groups,282
mate-media,282
alfa,282
krb5,282
lua-lpeg,282
lnav,282
pyotherside,280
yasm,280
fastml,280
glom,280
libgcrypt20,280
hyperestraier,280
haskell-pid1,280
haskell-webkit,280
haskell-threads,280
libxmlada,280
mpi4py,280
libambix,280
kscd,280
nagios3,280
lebiniou,280
xfce4-notifyd,278
gnome-control-center,278
haskell-semigroups,278
haskell-tree-monad,278
matchbox-desktop,278
padthv1,276
dbmix,276
osmo-ggsn,276
haskell-stream,276
halibut,276
alfred,276
aqemu,276
qpid-proton,276
telepathy-salut,276
cdo,274
pcsxr,272
yafc,272
colobot,272
gupnp-tools,272
baloo-kf5,272
blobby,272
httperf,272
haskell-data-inttrie,272
haskell-hxt-curl,272
haskell-microspec,272
haskell-hxt-http,272
haskell-sdl-gfx,272
mikmod,272
iraf,272
python3.11,270
clex,270
gnome-settings-daemon,270
haskell-text-format,270
haskell-kan-extensions,270
haskell-blogliterately,270
mm,270
alevt,270
uacme,270
terminews,270
lua-geoip,270
python-setproctitle,268
gdm3,268
gss,268
haskell-conduit-extra,268
haskell-lambdabot-reference-plugins,268
haskell-lambdabot-misc-plugins,268
haskell-lambdabot-irc-plugins,268
haskell-lambdabot-social-plugins,268
haskell-lambdabot-novelty-plugins,268
zp,268
eureka,268
nano,268
python-fisx,266
golang-1.7,266
goaccess,266
haskell-bitwise,266
packagesearch,264
xarchiver,264
xchat,264
libinstpatch,264
yubikey-personalization,264
cdtool,264
cervisia,264
fftw,264
fcrackzip,264
flam3,264
siril,264
oath-toolkit,264
wxwidgets3.0,264
gnuit,264
bowtie,264
haskell-utf8-light,264
haskell-rvar,264
haskell-boundedchan,264
haskell-say,264
haskell-echo,264
apbs,264
epcr,264
ukui-screensaver,264
nftables,264
nautilus-actions,264
libmemcached,264
libytnef,264
sshfs-fuse,262
gocryptfs,262
haskell-lifted-async,262
haskell-dlist,262
instead,262
ttfautohint,262
lv2dynparam1,262
pcre3,260
yara,260
dcm2niix,260
simpleitk,260
hivex,260
haskell-classy-prelude-yesod,260
manaplus,260
android-platform-tools,260
eog,260
quantlib,260
verbiste,260
kleopatra,260
net-tools,260
lcdproc,260
xoscope,258
dspdfviewer,258
opus-tools,258
omake,258
gmotionlive,258
haskell-hs-bibutils,258
htslib,258
zorp,258
pcmanx-gtk2,256
xlog,256
dvbstreamer,256
d-itg,256
haskell-lukko,256
haskell-certificate,256
hocr,256
haskell-kvitable,256
miniupnpc,256
muse,256
mariadb-10.0,256
tennix,256
ros-perception-pcl,256
radvd,256
newsboat,256
policycoreutils,254
cafeobj,254
camitk,254
freedroidrpg,254
librep,254
drkonqi,254
stellarium,254
haskell-servant-server,254
i3status,254
powermanga,252
python-cogent,252
probalign,252
prayer,252
proftpd-mod-tar,252
pyxplot,252
xdelta,252
libidn,252
cdrdao,252
chktex,252
sjeng,252
swami,252
gtksourceview5,252
gnome-screensaver,252
grandorgue,252
gifsicle,252
grok,252
golang-1.8,252
gcpegg,252
gnome-packagekit,252
burgerspace,252
bash,252
haskell-set-extra,252
jss,252
libxr,252
motif,252
memcached,252
mp3blaster,252
antpm,252
angband,252
afterstep,252
avce00,252
apt-dater,252
eukleides,252
upx-ucl,252
kio,252
kdeconnect,252
tea,252
tgt,252
rtorrent,252
rcs,252
renameutils,252
nvi,252
libmwaw,252
lhs2tex,252
licenseutils,252
libcurl,252
haskell-monad-unlift,250
haskell-decimal,250
mp3splt,250
audex,250
liboping,250
ekiga,250
kjs,250
libminc,250
yersinia,248
libcgns,248
libnice,248
stunnel4,248
simple-tpm-pk11,248
scim,248
syncthingtray,248
omnievents,248
gr-osmosdr,248
bullet,248
hoauth,248
haskell-prettyclass,248
haskell-hex,248
monit,248
armnn,248
enigma,248
libevent,248
kiwix-tools,248
tintin++,248
nagios-nrpe,248
pajeng,246
libzypp,246
brlaser,246
haskell-token-bucket,246
haskell-gi-gmodule,246
mew,246
mc,246
atlas-ecmwf,246
id3lib3.8.3,246
libpeas,246
ruby3.1,246
roguenarok,246
lua-ldap,246
lua-system,246
pcsc-lite,244
detox,244
s390-tools,244
supermin,244
gthumb,244
bear,244
haskell-byteable,244
haskell-objectname,244
haskell-failure,244
haskell-statestack,244
haskell-tagged,244
haskell-yi-keymap-emacs,244
mdbtools,244
rkward,244
dolfin,242
squashfs-tools,242
haskell-finite-field,242
haskell-hxt-tagsoup,242
audiocd-kio,242
virtualjaguar,242
kdepim-runtime,242
kawari8,242
passwdqc,240
pyside2,240
cantor,240
flightgear,240
f2fs-tools,240
dmalloc,240
dcap,240
dnsperf,240
stylish-haskell,240
open-iscsi,240
gtkmathview,240
gensio,240
gst-plugins-base0.10,240
gnote,240
bygfoot,240
biniou,240
bomberclone,240
haskell-lexer,240
haskell-yesod-auth-oauth2,240
haskell-gconf,240
haskell-scrobble,240
janus,240
muffin,240
exiv2,240
ufo-core,240
rlplot,240
polylib,238
liblastfm,238
dssp,238
sipwitch,238
openttd,238
netkit-telnet,238
liblo,236
fakeroot,236
fiona,236
drumgizmo,236
ocaml-ctypes,236
openal-soft,236
wbar,236
bvi,236
haskell-word-trie,236
haskell-semigroupoids,236
haskell-old-locale,236
libapache2-mod-perl2,236
iptables,236
elektroid,236
unagi,236
kexec-tools,236
dvbcut,234
bart,234
burrow,234
hardinfo,234
kgpg,234
rust-cbindgen,234
poxml,232
procmeter3,232
ptpd,232
xmount,232
dogecoin,232
davfs2,232
squirrel3,232
wmget,232
bornagain,232
haskell-hxt-xslt,232
haskell-lambdabot-core,232
harvest-tools,232
msitools,232
aptitude,232
exfat-utils,232
qgit,232
unar,232
rp-pppoe,232
lftp,232
lastpass-cli,232
posterazor,230
yagiuda,230
cgminer,230
dsdp,230
ssmping,230
smartlist,230
glfer,230
libfreenect,230
easychem,230
tablix2,230
tint2,230
lua50,230
libtins,230
pylibmc,228
print-manager,228
crowdsec,228
dmtcp,228
seafile,228
softhsm2,228
oidc-agent,228
webkit2gtk,228
glimpse,228
bowtie2,228
haskell-readable,228
haskell-contravariant,228
mydumper,228
abook,228
libpar-packer-perl,228
ergo,228
uftp,228
libqapt,228
kdewebdev,228
newt,228
newlisp,228
haskell-libbf,226
ratpoints,226
pax-utils,224
percona-xtrabackup,224
xtide,224
libidn2,224
yodl,224
fet,224
librsvg,224
secure-delete,224
gnats,224
gom,224
haskell-unliftio-core,224
haskell-typed-process,224
libapache2-mod-rivet,224
astyle,224
expat,224
qsampler,224
umbrello,224
uniutils,224
libquicktime,224
tokyotyrant,224
rtkit,224
nss-pam-ldapd,224
nap,224
nbd,224
cheese,222
conntrack-tools,222
fluidsynth,222
dablin,222
haskell-hjsmin,222
haskell-base-compat,222
haskell-base64,222
mktorrent,222
mrxvt,222
lua-yaml,222
poedit,220
python-greenlet,220
python-gmpy2,220
cyphesis-cpp,220
libraw,220
slang2,220
bonnie++,220
borgbackup,220
bppsuite,220
haskell-persistent-sqlite,220
haskell-diagrams-core,220
mbedtls,220
libktoblzcheck,220
telepathy-qt,220
ros-robot-model,220
lua-filesystem,220
batctl,218
haskell-focuslist,218
libsemanage,218
tasksh,218
link-grammar,218
python-cryptography,216
p3scan,216
xsd,216
libcoap3,216
carbon-c-relay,216
sysrepo,216
sysdig,216
z3,216
meep-mpi-default,216
mupen64plus-video-rice,216
meep-openmpi,216
mozjs102,216
icingadb,216
qlcplus,216
qiskit-aer,216
kmscon,216
rootlesskit,216
lua5.4,216
lilv,216
yade,214
kio-extras,214
ploticus,212
prips,212
calf,212
flamp,212
db5.3,212
seer,212
goobox,212
gridsite,212
haskell-pipes-group,212
haskell-names-th,212
haskell-pipes-parse,212
haskell-word8,212
haskell-skein,212
haskell-mime-mail-ses,212
haskell-aeson-compat,212
haskell-microlens-ghc,212
haskell-io-choice,212
magics++,212
mongodb,212
accountsservice,212
qt-gstreamer,212
vobcopy,212
uftrace,212
nageru,212
nip2,212
x265,210
cpp-hocon,210
libgdf,210
haskell-base-orphans,210
meep,210
amsynth,210
epr-api,210
kiwisolver,210
kdeplasma-addons,210
kwallet-kf5,210
littler,210
pqiv,208
proftpd-dfsg,208
xmonad-extras,208
xdebug,208
caja,208
fcitx5,208
s-nail,208
sysprof,208
opensaml,208
giza,208
bam,208
bumblebee,208
bgpq4,208
homebank,208
haskell-rank2classes,208
haskell-bytestring-progress,208
haskell-stringbuilder,208
haskell-uri,208
hoichess,208
mongo-c-driver,208
mate-settings-daemon,208
libassuan,208
rofi,208
nfs-utils,208
pstoedit,206
liblouisutdml,206
ffmpegfs,206
goodvibes,206
gst-rtsp-server1.0,206
buildapp,206
enscript,206
terminatorx,206
xfce4-clipman-plugin,204
xfdesktop4,204
ccid,204
ctemplate,204
caneda,204
firefox,204
fuse,204
synaptic,204
osdsh,204
gtkpod,204
gnome-session,204
gdb-mingw-w64,204
gnome-vfs,204
babeltrace,204
briquolo,204
hoz,204
haskell-type-level,204
haskell-numeric-extras,204
haskell-floatinghex,204
haskell-persistent-postgresql,204
jags,204
idzebra,204
ipmitool,204
incron,204
vsftpd,204
upower,204
libsidplayfp,204
libqalculate,204
nsca,204
netkit-rwho,204
ncdu,204
netkit-ntalk,204
ncmpc,204
netpbm-free,204
lua-curl,204
labplot,204
lldpad,204
xneur,202
charliecloud,202
glfw3,202
go-mmproxy,202
haskell-universe-base,202
rust-bindgen,202
rt-tests,202
lua-expat,202
pd-purest-json,200
liblognorm,200
freelan,200
dctrl-tools,200
sudo,200
openbsc,200
whois,200
libgphoto2,200
bustle,200
httraqt,200
haskell-panic,200
haskell-hsx-jmacro,200
umockdev,200
phasex,198
xscorch,198
x11vnc,198
cellwriter,198
c-ares,198
cavezofphear,198
dosfstools,198
srt,198
snowflake,198
sc,198
swish++,198
ostinato,198
ocaml-cohttp,198
wmhdplop,198
geeqie,198
gramofile,198
heroes,198
maildrop,198
aewan,198
libwpd,198
ifplugd,198
ices2,198
libpdl-linearalgebra-perl,198
exfatprogs,198
rplay,198
rockdodger,198
namazu2,198
wt,198
python-lzma,196
pd-aubio,196
peek,196
xsane,196
stacks,196
srecord,196
scanmem,196
ocsigenserver,196
ophcrack,196
gtkatlantic,196
gpm,196
ats2-lang,196
iperf3,196
view3dscene,196
kdiff3,196
nufw,196
chipmunk,194
brewtarget,194
haskell-copilot,194
haskell-yesod-auth-oauth,194
libabigail,194
iio-sensor-proxy,194
libsepol,194
python-cjson,192
proftpd-mod-dnsbl,192
xzgv,192
libiksemel,192
yubiserver,192
findutils,192
defendguin,192
sitecopy,192
srain,192
subvertpy,192
openais,192
wmclockmon,192
grub-customizer,192
gpa,192
gophernicus,192
haskell-show,192
haskell-nonce,192
haskell-hspec-smallcheck,192
hunspell,192
haskell-rate-limit,192
haskell-cryptohash-conduit,192
haskell-asn1-parse,192
jconvolver,192
jvim,192
m4,192
mpdscribble,192
musl,192
multipath-tools,192
mate-terminal,192
aegis,192
apper,192
elfrc,192
engrampa,192
esekeyd,192
libkpeople,192
qps,192
urdfdom,192
ktp-text-ui,192
kinput2,192
tidy-html5,192
rust-libslirp,192
ladvd,192
wbox,190
wget2,190
libgwenhywfar,190
haskell-splitmix,190
libstaroffice,190
libtoxcore,190
python-sysv-ipc,188
pgrouting,188
pigz,188
cluster-glue,188
flactag,188
file,188
dynare,188
dahdi-tools,188
slop,188
w1retap,188
globus-gram-job-manager-sge,188
haskell-yi-mode-javascript,188
haskell-yi-mode-haskell,188
haskell-monad-par-extras,188
haskell-yi-frontend-vty,188
haskell-type-equality,188
moon-buggy,188
mosh,188
apngasm,188
akonadi,188
aria2,188
libpam-mount,188
kremotecontrol,188
rtags,188
xapian,188
psi,186
fstransform,186
dav1d,186
gpsbabel,186
gnunet-gtk,186
glasscoder,186
haskell-djinn-ghc,186
mpop,186
nspr,186
python-pyproj,184
pcaputils,184
package-update-indicator,184
pyparted,184
dds2tar,184
darkstat,184
dibbler,184
openvas-scanner,184
osmctools,184
bolt,184
haskell-simpleirc,184
ats-lang-anairiats,184
infernal,184
qsynth,184
kinfocenter,184
kover,184
rlpr,184
ndctl,184
nat,184
lsyncd,184
snapd-glib,182
starplot,182
webauth,182
wordgrinder,182
barnowl,182
haskell-copilot-c99,182
haskell-twitter-types,182
iotop-c,182
vbindiff,182
klibc,182
robustirc-bridge,182
rclone-browser,182
neuron,182
pipexec,180
proftpd-mod-statsd,180
python3.10,180
yp-tools,180
confget,180
foxtrotgps,180
dacs,180
datovka,180
surgescript,180
squashfs-tools-ng,180
openjpeg,180
wvdial,180
glob2,180
botan,180
haskell-diagrams-cairo,180
haskell-infer-license,180
mujoco,180
ectrans,180
ksmbd-tools,180
tightvnc,180
terminus,180
rust-pleaser,180
rust-lalrpop,180
lua-curses,180
yascreen,178
cloudcompare,178
librsb,178
libnitrokey,178
gr-hpsdr,178
haskell-binary-conduit,178
haskell-asn1-encoding,178
haskell-onetuple,178
haskell-th-orphans,178
apr,178
aoflagger,178
vkd3d,178
kissplice,178
tclreadline,178
r-base,178
pdf-presenter-console,176
python-pysqlite2,176
dnsmasq,176
gringotts,176
haskell-crypto-random,176
haskell-th-lift,176
haskell-raw-strings-qq,176
haskell-zlib-bindings,176
haskell-atomic-write,176
meep-mpich2,176
multicat,176
mm3d,176
meep-lam4,176
iipimage,176
rng-tools-debian,176
redhat-cluster,176
netcdf-cxx-legacy,176
lm-sensors,176
luminance-hdr,176
crossfire-client,174
cftime,174
libneo4j-client,174
sugar-toolkit-gtk3,174
open-isns,174
gxemul,174
garlic,174
haskell-safesemaphore,174
halide,174
haskell-pipes-zlib,174
jove,174
asunder,174
a52dec,174
nasm-mozilla,174
largetifftools,174
leocad,174
python-confluent-kafka,172
protobuf-c,172
libiio,172
yojson,172
yubico-piv-tool,172
ddpt,172
webhook,172
gddrescue,172
haskell-wai-app-static,172
haskell-deriving-compat,172
haskell-recaptcha,172
haskell-iso8601-time,172
haskell-prettyprinter-convert-ansi-wl-pprint,172
mate-control-center,172
libpsl,172
qtcurve,172
ksirk,172
rpki-client,172
pygresql,170
pd-zexy,170
xmonad-contrib,170
csync2,170
dwdiff,170
samtools,170
srm-ifce,170
solarpowerlog,170
opam,170
bind-dyndb-ldap,170
bubblewrap,170
haskell-binary-tagged,170
haskell-authenticate-oauth,170
haskell-assoc,170
haskell-random-source,170
libhtp,170
kstars,170
regina-rexx,170
lxpanel,170
pptpd,168
psensor,168
proftpd-mod-fsync,168
perm,168
phyml,168
psqlodbc,168
pokerth,168
proftpd-mod-counter,168
parser,168
pktstat,168
pnm2ppa,168
praat,168
xmp,168
xvkbd,168
xfce4-dict,168
xabacus,168
xcfa,168
yp-svipc,168
yrmcds,168
libverilog-perl,168
libbsd-arc4random-perl,168
criticalmass,168
cdw,168
calligraplan,168
canlock,168
liblouisxml,168
fplll,168
fractalnow,168
flrig,168
libnm-qt,168
dune-geometry,168
dos2unix,168
subtle,168
soundkonverter,168
sip-tester,168
supertransball2,168
swig,168
sia,168
synergy,168
slapi-nis,168
spacefm,168
swish-e,168
osslsigncode,168
openipmi,168
wireplumber,168
wbxml2,168
gri,168
gnomint,168
glbsp,168
gnome-dictionary,168
gearmand,168
gnubiff,168
gupnp,168
geotranz,168
g15daemon,168
gsequencer,168
gcab,168
gerbv,168
binfmt-support,168
bc,168
haskell-alsa-core,168
haskell-iwlib,168
haskell-data-pprint,168
haskell-terminfo,168
haveged,168
haskell-file-embed,168
highlight,168
haskell-dependent-sum,168
mod-wsgi,168
mozplugger,168
libfolia,168
awesome,168
aisleriot,168
autodock-vina,168
autodocksuite,168
acpid,168
aeolus,168
libofx,168
libodsstream,168
libwebcam,168
i2pd,168
iodine,168
icoutils,168
ibus-libthai,168
efitools,168
epson-inkjet-printer-escpr,168
qmidinet,168
qjackctl,168
qtmultimedia-opensource-src,168
vdr-plugin-mp3,168
uni2ascii,168
unscd,168
libstatgrab,168
libssh2,168
libencode-hanextra-perl,168
libqxp,168
keurocalc,168
krb5-auth-dialog,168
koules,168
t4kcommon,168
tikzit,168
transcode,168
recoverdm,168
roarplaylistd,168
netris,168
nvme-cli,168
netpipes,168
libmatroska,168
lv,168
lugaru,168
logrotate,168
lcmaps,168
python-lzo,166
soapysdr,166
ofono,166
wtdbg2,166
haskell-file-location,166
haskell-edit-distance,166
haskell-ansi-terminal,166
haskell-half,166
haskell-monad-control,166
haskell-blaze-builder,166
libpillowfight,166
uhub,166
knot-resolver,166
rust-hexyl,166
latd,166
lzlib,166
libtorrent,166
xfconf,164
doodle,164
spherepack,164
sawfish,164
scram,164
wavbreaker,164
wmacpi,164
grcompiler,164
gearhead,164
haskell-pwstore-fast,164
haskell-blaze-textual,164
haskell-fmlist,164
haskell-bindings-dsl,164
haskell-io-storage,164
haskell-ed25519,164
haskell-hstringtemplate,164
haskell-bindings-sane,164
aprsdigi,164
inadyn,164
qiv,164
unarr,164
triggerhappy,164
twclock,164
terminology,164
rheolef,164
pappl,162
pyfai,162
prometheus-mailexporter,162
xfce4-weather-plugin,162
64tass,162
cryfs,162
delly,162
welle.io,162
wmail,162
whichman,162
gnome-video-arcade,162
haskell-twitter-types-lens,162
haskell-tasty-discover,162
haskell-soap-tls,162
haskell-system-fileio,162
mescc-tools,162
asis,162
anymeal,162
edfbrowser,162
vibe.d,162
kscreen,162
rush,162
rust-sequoia-keyring-linter,162
nyacc,162
linbox,162
lprint,162
postgresql-mysql-fdw,160
pianobar,160
phonon-backend-gstreamer,160
pandoc-sidenote,160
xmakemol,160
commons-daemon,160
coturn,160
colorhug-client,160
fio,160
dragon,160
dislocker,160
sfepy,160
oxygen,160
openvas-cli,160
otf2,160
openscenegraph,160
wget,160
gtk2-engines,160
grace,160
gconjugue,160
haskell-dynamic-state,160
haskell-data-accessor,160
haskell-crypto-random-api,160
haskell-th-reify-many,160
haskell-resource-pool,160
hydra,160
haskell-dependent-map,160
haskell-void,160
haskell-yesod-newsfeed,160
monopd,160
alljoyn-services-1509,160
atop,160
libsys-cpuaffinity-perl,160
tin,160
tig,160
trickle,160
recoverjpeg,160
rancid,160
libdbd-pg-perl,160
nkf,160
njplot,160
limba,160
camv-rnd,158
sound-juicer,158
gocr,158
haskell-strict-list,158
haskell-rio-orphans,158
haskell-js-dgtable,158
haskell-bimap,158
haskell-casa-types,158
haskell-type-errors,158
libprelude,158
unpaper,158
radsecproxy,158
nitrokey-app,158
pd-tclpd,156
cardpeek,156
diskscan,156
digitemp,156
sra-sdk,156
warzone2100,156
ghex,156
grisbi,156
gnome-shell-pomodoro,156
gnome-flashback,156
gnupg-pkcs11-scd,156
haskell-tasty-th,156
haskell-clientsession,156
haskell-tagstream-conduit,156
haskell-happstack-server,156
haskell-postgresql-simple,156
haskell-time-manager,156
haskell-web-routes-th,156
haskell-hgettext,156
haskell-terminal-size,156
mednaffe,156
libao,156
ike-scan,156
emu8051,156
vagalume,156
kma,156
tcmu,156
rsass,156
par2cmdline,154
xjig,154
cinnamon-settings-daemon,154
